in s,C1 in V
4.2128E-06,2.21260E+00
4.2132E-06,2.21748E+00
4.2136E-06,2.20283E+00
4.2140E-06,2.19307E+00
4.2144E-06,2.20771E+00
4.2148E-06,2.21748E+00
4.2152E-06,2.20771E+00
4.2156E-06,2.23701E+00
4.2160E-06,2.18818E+00
4.2164E-06,2.19795E+00
4.2168E-06,2.19307E+00
4.2172E-06,2.20283E+00
4.2176E-06,2.18818E+00
4.2180E-06,2.19795E+00
4.2184E-06,2.20771E+00
4.2188E-06,2.18818E+00
4.2192E-06,2.20283E+00
4.2196E-06,2.19795E+00
4.2200E-06,2.19795E+00
4.2204E-06,2.19795E+00
4.2208E-06,2.19307E+00
4.2212E-06,2.23213E+00
4.2216E-06,2.20771E+00
4.2220E-06,2.21260E+00
4.2224E-06,2.19795E+00
4.2228E-06,2.20771E+00
4.2232E-06,2.19795E+00
4.2236E-06,2.20283E+00
4.2240E-06,2.18330E+00
4.2244E-06,2.19307E+00
4.2248E-06,2.20771E+00
4.2252E-06,2.22236E+00
4.2256E-06,2.20771E+00
4.2260E-06,2.20283E+00
4.2264E-06,2.21260E+00
4.2268E-06,2.21260E+00
4.2272E-06,2.19307E+00
4.2276E-06,2.21748E+00
4.2280E-06,2.20771E+00
4.2284E-06,2.22236E+00
4.2288E-06,2.20771E+00
4.2292E-06,2.20771E+00
4.2296E-06,2.20771E+00
4.2300E-06,2.20283E+00
4.2304E-06,2.19307E+00
4.2308E-06,2.21748E+00
4.2312E-06,2.19795E+00
4.2316E-06,2.20771E+00
4.2320E-06,2.21748E+00
4.2324E-06,2.21748E+00
4.2328E-06,2.21748E+00
4.2332E-06,2.20771E+00
4.2336E-06,2.20771E+00
4.2340E-06,2.20771E+00
4.2344E-06,2.19795E+00
4.2348E-06,2.20771E+00
4.2352E-06,2.20283E+00
4.2356E-06,2.22236E+00
4.2360E-06,2.20283E+00
4.2364E-06,2.20771E+00
4.2368E-06,2.18330E+00
4.2372E-06,2.20283E+00
4.2376E-06,2.19307E+00
4.2380E-06,2.20283E+00
4.2384E-06,2.18330E+00
4.2388E-06,2.20771E+00
4.2392E-06,2.21748E+00
4.2396E-06,2.20771E+00
4.2400E-06,2.20283E+00
4.2404E-06,2.20283E+00
4.2408E-06,2.19795E+00
4.2412E-06,2.21748E+00
4.2416E-06,2.20283E+00
4.2420E-06,2.19795E+00
4.2424E-06,2.20283E+00
4.2428E-06,2.19795E+00
4.2432E-06,2.18818E+00
4.2436E-06,2.18818E+00
4.2440E-06,2.20771E+00
4.2444E-06,2.22236E+00
4.2448E-06,2.20283E+00
4.2452E-06,2.20771E+00
4.2456E-06,2.20771E+00
4.2460E-06,2.20771E+00
4.2464E-06,2.19795E+00
4.2468E-06,2.20771E+00
4.2472E-06,2.21260E+00
4.2476E-06,2.20771E+00
4.2480E-06,2.19307E+00
4.2484E-06,2.20771E+00
4.2488E-06,2.20771E+00
4.2492E-06,2.20283E+00
4.2496E-06,2.20283E+00
4.2500E-06,2.20283E+00
4.2504E-06,2.20283E+00
4.2508E-06,2.20771E+00
4.2512E-06,2.20283E+00
4.2516E-06,2.20771E+00
4.2520E-06,2.20283E+00
4.2524E-06,2.21748E+00
4.2528E-06,2.20771E+00
4.2532E-06,2.21260E+00
4.2536E-06,2.20771E+00
4.2540E-06,2.20771E+00
4.2544E-06,2.17842E+00
4.2548E-06,2.20771E+00
4.2552E-06,2.19795E+00
4.2556E-06,2.19795E+00
4.2560E-06,2.19307E+00
4.2564E-06,2.20283E+00
4.2568E-06,2.18818E+00
4.2572E-06,2.20771E+00
4.2576E-06,2.20771E+00
4.2580E-06,2.21260E+00
4.2584E-06,2.20283E+00
4.2588E-06,2.19307E+00
4.2592E-06,2.19795E+00
4.2596E-06,2.20283E+00
4.2600E-06,2.21260E+00
4.2604E-06,2.20283E+00
4.2608E-06,2.20283E+00
4.2612E-06,2.18818E+00
4.2616E-06,2.20771E+00
4.2620E-06,2.18818E+00
4.2624E-06,2.20283E+00
4.2628E-06,2.18818E+00
4.2632E-06,2.20283E+00
4.2636E-06,2.20283E+00
4.2640E-06,2.20771E+00
4.2644E-06,2.19795E+00
4.2648E-06,2.18818E+00
4.2652E-06,2.21260E+00
4.2656E-06,2.20283E+00
4.2660E-06,2.19795E+00
4.2664E-06,2.19795E+00
4.2668E-06,2.22236E+00
4.2672E-06,2.19795E+00
4.2676E-06,2.20283E+00
4.2680E-06,2.20283E+00
4.2684E-06,2.20283E+00
4.2688E-06,2.20283E+00
4.2692E-06,2.20283E+00
4.2696E-06,2.20771E+00
4.2700E-06,2.19795E+00
4.2704E-06,2.20283E+00
4.2708E-06,2.19795E+00
4.2712E-06,2.21260E+00
4.2716E-06,2.21260E+00
4.2720E-06,2.21260E+00
4.2724E-06,2.19307E+00
4.2728E-06,2.19307E+00
4.2732E-06,2.20771E+00
4.2736E-06,2.19795E+00
4.2740E-06,2.19795E+00
4.2744E-06,2.20283E+00
4.2748E-06,2.20771E+00
4.2752E-06,2.19307E+00
4.2756E-06,2.18818E+00
4.2760E-06,2.18818E+00
4.2764E-06,2.21260E+00
4.2768E-06,2.20283E+00
4.2772E-06,2.20771E+00
4.2776E-06,2.20283E+00
4.2780E-06,2.20771E+00
4.2784E-06,2.22236E+00
4.2788E-06,2.22725E+00
4.2792E-06,2.20771E+00
4.2796E-06,2.22236E+00
4.2800E-06,2.19307E+00
4.2804E-06,2.20771E+00
4.2808E-06,2.20283E+00
4.2812E-06,2.20283E+00
4.2816E-06,2.18818E+00
4.2820E-06,2.19307E+00
4.2824E-06,2.20771E+00
4.2828E-06,2.21748E+00
4.2832E-06,2.21260E+00
4.2836E-06,2.21260E+00
4.2840E-06,2.19307E+00
4.2844E-06,2.19795E+00
4.2848E-06,2.19307E+00
4.2852E-06,2.21260E+00
4.2856E-06,2.19307E+00
4.2860E-06,2.20771E+00
4.2864E-06,2.21748E+00
4.2868E-06,2.19795E+00
4.2872E-06,2.19795E+00
4.2876E-06,2.19795E+00
4.2880E-06,2.20771E+00
4.2884E-06,2.20283E+00
4.2888E-06,2.19795E+00
4.2892E-06,2.20771E+00
4.2896E-06,2.20283E+00
4.2900E-06,2.20771E+00
4.2904E-06,2.20283E+00
4.2908E-06,2.20283E+00
4.2912E-06,2.21260E+00
4.2916E-06,2.20771E+00
4.2920E-06,2.20771E+00
4.2924E-06,2.20771E+00
4.2928E-06,2.20771E+00
4.2932E-06,2.20771E+00
4.2936E-06,2.18818E+00
4.2940E-06,2.20283E+00
4.2944E-06,2.20283E+00
4.2948E-06,2.21260E+00
4.2952E-06,2.18818E+00
4.2956E-06,2.19795E+00
4.2960E-06,2.17842E+00
4.2964E-06,2.22236E+00
4.2968E-06,2.20771E+00
4.2972E-06,2.19795E+00
4.2976E-06,2.19795E+00
4.2980E-06,2.19795E+00
4.2984E-06,2.19795E+00
4.2988E-06,2.20771E+00
4.2992E-06,2.18818E+00
4.2996E-06,2.20771E+00
4.3000E-06,2.18818E+00
4.3004E-06,2.19795E+00
4.3008E-06,2.19795E+00
4.3012E-06,2.18818E+00
4.3016E-06,2.20771E+00
4.3020E-06,2.20283E+00
4.3024E-06,2.19795E+00
4.3028E-06,2.21748E+00
4.3032E-06,2.21260E+00
4.3036E-06,2.20771E+00
4.3040E-06,2.20283E+00
4.3044E-06,2.19795E+00
4.3048E-06,2.20283E+00
4.3052E-06,2.20771E+00
4.3056E-06,2.20283E+00
4.3060E-06,2.22236E+00
4.3064E-06,2.19307E+00
4.3068E-06,2.19795E+00
4.3072E-06,2.19307E+00
4.3076E-06,2.20283E+00
4.3080E-06,2.19795E+00
4.3084E-06,2.20283E+00
4.3088E-06,2.20771E+00
4.3092E-06,2.19795E+00
4.3096E-06,2.19795E+00
4.3100E-06,2.21260E+00
4.3104E-06,2.20771E+00
4.3108E-06,2.19307E+00
4.3112E-06,2.19795E+00
4.3116E-06,2.20771E+00
4.3120E-06,2.20771E+00
4.3124E-06,2.19795E+00
4.3128E-06,2.20771E+00
4.3132E-06,2.20283E+00
4.3136E-06,2.19307E+00
4.3140E-06,2.20283E+00
4.3144E-06,2.19795E+00
4.3148E-06,2.19795E+00
4.3152E-06,2.20283E+00
4.3156E-06,2.21260E+00
4.3160E-06,2.20283E+00
4.3164E-06,2.21260E+00
4.3168E-06,2.20283E+00
4.3172E-06,2.20283E+00
4.3176E-06,2.20283E+00
4.3180E-06,2.20771E+00
4.3184E-06,2.20283E+00
4.3188E-06,2.19795E+00
4.3192E-06,2.19307E+00
4.3196E-06,2.21260E+00
4.3200E-06,2.20283E+00
4.3204E-06,2.20283E+00
4.3208E-06,2.19307E+00
4.3212E-06,2.20283E+00
4.3216E-06,2.20283E+00
4.3220E-06,2.20771E+00
4.3224E-06,2.19307E+00
4.3228E-06,2.20771E+00
4.3232E-06,2.20771E+00
4.3236E-06,2.22236E+00
4.3240E-06,2.20771E+00
4.3244E-06,2.20283E+00
4.3248E-06,2.20771E+00
4.3252E-06,2.19307E+00
4.3256E-06,2.20283E+00
4.3260E-06,2.19307E+00
4.3264E-06,2.20283E+00
4.3268E-06,2.20283E+00
4.3272E-06,2.20771E+00
4.3276E-06,2.21748E+00
4.3280E-06,2.19795E+00
4.3284E-06,2.20283E+00
4.3288E-06,2.20283E+00
4.3292E-06,2.22236E+00
4.3296E-06,2.20283E+00
4.3300E-06,2.20771E+00
4.3304E-06,2.20283E+00
4.3308E-06,2.19307E+00
4.3312E-06,2.19795E+00
4.3316E-06,2.19795E+00
4.3320E-06,2.19307E+00
4.3324E-06,2.20283E+00
4.3328E-06,2.19795E+00
4.3332E-06,2.19795E+00
4.3336E-06,2.19795E+00
4.3340E-06,2.21748E+00
4.3344E-06,2.20771E+00
4.3348E-06,2.18818E+00
4.3352E-06,2.21260E+00
4.3356E-06,2.19307E+00
4.3360E-06,2.20283E+00
4.3364E-06,2.21748E+00
4.3368E-06,2.19795E+00
4.3372E-06,2.20771E+00
4.3376E-06,2.19795E+00
4.3380E-06,2.20283E+00
4.3384E-06,2.20283E+00
4.3388E-06,2.20283E+00
4.3392E-06,2.20283E+00
4.3396E-06,2.20771E+00
4.3400E-06,2.20771E+00
4.3404E-06,2.22236E+00
4.3408E-06,2.21260E+00
4.3412E-06,2.21260E+00
4.3416E-06,2.20283E+00
4.3420E-06,2.20771E+00
4.3424E-06,2.20283E+00
4.3428E-06,2.20283E+00
4.3432E-06,2.21748E+00
4.3436E-06,2.21748E+00
4.3440E-06,2.21748E+00
4.3444E-06,2.20771E+00
4.3448E-06,2.19795E+00
4.3452E-06,2.22236E+00
4.3456E-06,2.17842E+00
4.3460E-06,2.21748E+00
4.3464E-06,2.20771E+00
4.3468E-06,2.21748E+00
4.3472E-06,2.22236E+00
4.3476E-06,2.20771E+00
4.3480E-06,2.21748E+00
4.3484E-06,2.21748E+00
4.3488E-06,2.22236E+00
4.3492E-06,2.20283E+00
4.3496E-06,2.20283E+00
4.3500E-06,2.22236E+00
4.3504E-06,2.21748E+00
4.3508E-06,2.21748E+00
4.3512E-06,2.21748E+00
4.3516E-06,2.21748E+00
4.3520E-06,2.22236E+00
4.3524E-06,2.20771E+00
4.3528E-06,2.20771E+00
4.3532E-06,2.22236E+00
4.3536E-06,2.21748E+00
4.3540E-06,2.20771E+00
4.3544E-06,2.20771E+00
4.3548E-06,2.19307E+00
4.3552E-06,2.21260E+00
4.3556E-06,2.21748E+00
4.3560E-06,2.19795E+00
4.3564E-06,2.21748E+00
4.3568E-06,2.20283E+00
4.3572E-06,2.22725E+00
4.3576E-06,2.21260E+00
4.3580E-06,2.21748E+00
4.3584E-06,2.21260E+00
4.3588E-06,2.21748E+00
4.3592E-06,2.20283E+00
4.3596E-06,2.22236E+00
4.3600E-06,2.20771E+00
4.3604E-06,2.21748E+00
4.3608E-06,2.19795E+00
4.3612E-06,2.22236E+00
4.3616E-06,2.20771E+00
4.3620E-06,2.23213E+00
4.3624E-06,2.22725E+00
4.3628E-06,2.20771E+00
4.3632E-06,2.22236E+00
4.3636E-06,2.20771E+00
4.3640E-06,2.20283E+00
4.3644E-06,2.20771E+00
4.3648E-06,2.20771E+00
4.3652E-06,2.21748E+00
4.3656E-06,2.19307E+00
4.3660E-06,2.22236E+00
4.3664E-06,2.21260E+00
4.3668E-06,2.22236E+00
4.3672E-06,2.21260E+00
4.3676E-06,2.20771E+00
4.3680E-06,2.20283E+00
4.3684E-06,2.21748E+00
4.3688E-06,2.21260E+00
4.3692E-06,2.21748E+00
4.3696E-06,2.21748E+00
4.3700E-06,2.20771E+00
4.3704E-06,2.19795E+00
4.3708E-06,2.21748E+00
4.3712E-06,2.21260E+00
4.3716E-06,2.21748E+00
4.3720E-06,2.20771E+00
4.3724E-06,2.23213E+00
4.3728E-06,2.22236E+00
4.3732E-06,2.22236E+00
4.3736E-06,2.21748E+00
4.3740E-06,2.21260E+00
4.3744E-06,2.22725E+00
4.3748E-06,2.22725E+00
4.3752E-06,2.21748E+00
4.3756E-06,2.22725E+00
4.3760E-06,2.20283E+00
4.3764E-06,2.22236E+00
4.3768E-06,2.20771E+00
4.3772E-06,2.20771E+00
4.3776E-06,2.20771E+00
4.3780E-06,2.21260E+00
4.3784E-06,2.20283E+00
4.3788E-06,2.20283E+00
4.3792E-06,2.21260E+00
4.3796E-06,2.19795E+00
4.3800E-06,2.20283E+00
4.3804E-06,2.22236E+00
4.3808E-06,2.20283E+00
4.3812E-06,2.22725E+00
4.3816E-06,2.21260E+00
4.3820E-06,2.23213E+00
4.3824E-06,2.20283E+00
4.3828E-06,2.22236E+00
4.3832E-06,2.21748E+00
4.3836E-06,2.20771E+00
4.3840E-06,2.21748E+00
4.3844E-06,2.20771E+00
4.3848E-06,2.21260E+00
4.3852E-06,2.20283E+00
4.3856E-06,2.21748E+00
4.3860E-06,2.21260E+00
4.3864E-06,2.22236E+00
4.3868E-06,2.20771E+00
4.3872E-06,2.22725E+00
4.3876E-06,2.23701E+00
4.3880E-06,2.21260E+00
4.3884E-06,2.22236E+00
4.3888E-06,2.22236E+00
4.3892E-06,2.20771E+00
4.3896E-06,2.20771E+00
4.3900E-06,2.20283E+00
4.3904E-06,2.18330E+00
4.3908E-06,2.20283E+00
4.3912E-06,2.19795E+00
4.3916E-06,2.21748E+00
4.3920E-06,2.21748E+00
4.3924E-06,2.22236E+00
4.3928E-06,2.21260E+00
4.3932E-06,2.20771E+00
4.3936E-06,2.20771E+00
4.3940E-06,2.22236E+00
4.3944E-06,2.19307E+00
4.3948E-06,2.22236E+00
4.3952E-06,2.20771E+00
4.3956E-06,2.21748E+00
4.3960E-06,2.20771E+00
4.3964E-06,2.20283E+00
4.3968E-06,2.20283E+00
4.3972E-06,2.21260E+00
4.3976E-06,2.22236E+00
4.3980E-06,2.21260E+00
4.3984E-06,2.21260E+00
4.3988E-06,2.22236E+00
4.3992E-06,2.22725E+00
4.3996E-06,2.21748E+00
4.4000E-06,2.21748E+00
4.4004E-06,2.23213E+00
4.4008E-06,2.22236E+00
4.4012E-06,2.20771E+00
4.4016E-06,2.22236E+00
4.4020E-06,2.22236E+00
4.4024E-06,2.20771E+00
4.4028E-06,2.22725E+00
4.4032E-06,2.21260E+00
4.4036E-06,2.21748E+00
4.4040E-06,2.20771E+00
4.4044E-06,2.22236E+00
4.4048E-06,2.21748E+00
4.4052E-06,2.20771E+00
4.4056E-06,2.20771E+00
4.4060E-06,2.21748E+00
4.4064E-06,2.21748E+00
4.4068E-06,2.22236E+00
4.4072E-06,2.19307E+00
4.4076E-06,2.22236E+00
4.4080E-06,2.21748E+00
4.4084E-06,2.22236E+00
4.4088E-06,2.22236E+00
4.4092E-06,2.20771E+00
4.4096E-06,2.19307E+00
4.4100E-06,2.21748E+00
4.4104E-06,2.20283E+00
4.4108E-06,2.21260E+00
4.4112E-06,2.22236E+00
4.4116E-06,2.22236E+00
4.4120E-06,2.22236E+00
4.4124E-06,2.19795E+00
4.4128E-06,2.20771E+00
4.4132E-06,2.22236E+00
4.4136E-06,2.21748E+00
4.4140E-06,2.22236E+00
4.4144E-06,2.22236E+00
4.4148E-06,2.21748E+00
4.4152E-06,2.23213E+00
4.4156E-06,2.22236E+00
4.4160E-06,2.21260E+00
4.4164E-06,2.21748E+00
4.4168E-06,2.21748E+00
4.4172E-06,2.21748E+00
4.4176E-06,2.21748E+00
4.4180E-06,2.22236E+00
4.4184E-06,2.22725E+00
4.4188E-06,2.21260E+00
4.4192E-06,2.22236E+00
4.4196E-06,2.22725E+00
4.4200E-06,2.22236E+00
4.4204E-06,2.22236E+00
4.4208E-06,2.21260E+00
4.4212E-06,2.21748E+00
4.4216E-06,2.20771E+00
4.4220E-06,2.20771E+00
4.4224E-06,2.20283E+00
4.4228E-06,2.23213E+00
4.4232E-06,2.20771E+00
4.4236E-06,2.21748E+00
4.4240E-06,2.21260E+00
4.4244E-06,2.22236E+00
4.4248E-06,2.20771E+00
4.4252E-06,2.21748E+00
4.4256E-06,2.23213E+00
4.4260E-06,2.22236E+00
4.4264E-06,2.20771E+00
4.4268E-06,2.22236E+00
4.4272E-06,2.20771E+00
4.4276E-06,2.22236E+00
4.4280E-06,2.20771E+00
4.4284E-06,2.21260E+00
4.4288E-06,2.21260E+00
4.4292E-06,2.21260E+00
4.4296E-06,2.20771E+00
4.4300E-06,2.20283E+00
4.4304E-06,2.22236E+00
4.4308E-06,2.21260E+00
4.4312E-06,2.22236E+00
4.4316E-06,2.21748E+00
4.4320E-06,2.23213E+00
4.4324E-06,2.23213E+00
4.4328E-06,2.21748E+00
4.4332E-06,2.19307E+00
4.4336E-06,2.20771E+00
4.4340E-06,2.21748E+00
4.4344E-06,2.20771E+00
4.4348E-06,2.20771E+00
4.4352E-06,2.20283E+00
4.4356E-06,2.21748E+00
4.4360E-06,2.20771E+00
4.4364E-06,2.21748E+00
4.4368E-06,2.21748E+00
4.4372E-06,2.20771E+00
4.4376E-06,2.21260E+00
4.4380E-06,2.21260E+00
4.4384E-06,2.21260E+00
4.4388E-06,2.24189E+00
4.4392E-06,2.21748E+00
4.4396E-06,2.21748E+00
4.4400E-06,2.22236E+00
4.4404E-06,2.21748E+00
4.4408E-06,2.21260E+00
4.4412E-06,2.21260E+00
4.4416E-06,2.21260E+00
4.4420E-06,2.20283E+00
4.4424E-06,2.20771E+00
4.4428E-06,2.22236E+00
4.4432E-06,2.19795E+00
4.4436E-06,2.22236E+00
4.4440E-06,2.20771E+00
4.4444E-06,2.22725E+00
4.4448E-06,2.22236E+00
4.4452E-06,2.21748E+00
4.4456E-06,2.21260E+00
4.4460E-06,2.23213E+00
4.4464E-06,2.21260E+00
4.4468E-06,2.22725E+00
4.4472E-06,2.22236E+00
4.4476E-06,2.20771E+00
4.4480E-06,2.20283E+00
4.4484E-06,2.19795E+00
4.4488E-06,2.20771E+00
4.4492E-06,2.22236E+00
4.4496E-06,2.20283E+00
4.4500E-06,2.22236E+00
4.4504E-06,2.22236E+00
4.4508E-06,2.21260E+00
4.4512E-06,2.21748E+00
4.4516E-06,2.23213E+00
4.4520E-06,2.20771E+00
4.4524E-06,2.22236E+00
4.4528E-06,2.21260E+00
4.4532E-06,2.21260E+00
4.4536E-06,2.20771E+00
4.4540E-06,2.20771E+00
4.4544E-06,2.22725E+00
4.4548E-06,2.20771E+00
4.4552E-06,2.21260E+00
4.4556E-06,2.22236E+00
4.4560E-06,2.21260E+00
4.4564E-06,2.21260E+00
4.4568E-06,2.20283E+00
4.4572E-06,2.20283E+00
4.4576E-06,2.22236E+00
4.4580E-06,2.22236E+00
4.4584E-06,2.21748E+00
4.4588E-06,2.20283E+00
4.4592E-06,2.22236E+00
4.4596E-06,2.21748E+00
4.4600E-06,2.21748E+00
4.4604E-06,2.21260E+00
4.4608E-06,2.20283E+00
4.4612E-06,2.21748E+00
4.4616E-06,2.20771E+00
4.4620E-06,2.21748E+00
4.4624E-06,2.21260E+00
4.4628E-06,2.22236E+00
4.4632E-06,2.21748E+00
4.4636E-06,2.21748E+00
4.4640E-06,2.22236E+00
4.4644E-06,2.23213E+00
4.4648E-06,2.21260E+00
4.4652E-06,2.22236E+00
4.4656E-06,2.21260E+00
4.4660E-06,2.22725E+00
4.4664E-06,2.22236E+00
4.4668E-06,2.21260E+00
4.4672E-06,2.22236E+00
4.4676E-06,2.22725E+00
4.4680E-06,2.21748E+00
4.4684E-06,2.22725E+00
4.4688E-06,2.21260E+00
4.4692E-06,2.22236E+00
4.4696E-06,2.19795E+00
4.4700E-06,2.20771E+00
4.4704E-06,2.21260E+00
4.4708E-06,2.23213E+00
4.4712E-06,2.21748E+00
4.4716E-06,2.22236E+00
4.4720E-06,2.20283E+00
4.4724E-06,2.21260E+00
4.4728E-06,2.21260E+00
4.4732E-06,2.20771E+00
4.4736E-06,2.22236E+00
4.4740E-06,2.21748E+00
4.4744E-06,2.22236E+00
4.4748E-06,2.22236E+00
4.4752E-06,2.22725E+00
4.4756E-06,2.20771E+00
4.4760E-06,2.23701E+00
4.4764E-06,2.21748E+00
4.4768E-06,2.22725E+00
4.4772E-06,2.23701E+00
4.4776E-06,2.21260E+00
4.4780E-06,2.22236E+00
4.4784E-06,2.20771E+00
4.4788E-06,2.20771E+00
4.4792E-06,2.20771E+00
4.4796E-06,2.22725E+00
4.4800E-06,2.22236E+00
4.4804E-06,2.20771E+00
4.4808E-06,2.20283E+00
4.4812E-06,2.22236E+00
4.4816E-06,2.22236E+00
4.4820E-06,2.21260E+00
4.4824E-06,2.21748E+00
4.4828E-06,2.20771E+00
4.4832E-06,2.22236E+00
4.4836E-06,2.22236E+00
4.4840E-06,2.21260E+00
4.4844E-06,2.22236E+00
4.4848E-06,2.23213E+00
4.4852E-06,2.22236E+00
4.4856E-06,2.21260E+00
4.4860E-06,2.23213E+00
4.4864E-06,2.20283E+00
4.4868E-06,2.21748E+00
4.4872E-06,2.20771E+00
4.4876E-06,2.21260E+00
4.4880E-06,2.20283E+00
4.4884E-06,2.21748E+00
4.4888E-06,2.20771E+00
4.4892E-06,2.21260E+00
4.4896E-06,2.20771E+00
4.4900E-06,2.22236E+00
4.4904E-06,2.21748E+00
4.4908E-06,2.23213E+00
4.4912E-06,2.20283E+00
4.4916E-06,2.21260E+00
4.4920E-06,2.21748E+00
4.4924E-06,2.20771E+00
4.4928E-06,2.20771E+00
4.4932E-06,2.22236E+00
4.4936E-06,2.20771E+00
4.4940E-06,2.20771E+00
4.4944E-06,2.22236E+00
4.4948E-06,2.22236E+00
4.4952E-06,2.20771E+00
4.4956E-06,2.22236E+00
4.4960E-06,2.21748E+00
4.4964E-06,2.23213E+00
4.4968E-06,2.22236E+00
4.4972E-06,2.21748E+00
4.4976E-06,2.21260E+00
4.4980E-06,2.20771E+00
4.4984E-06,2.20771E+00
4.4988E-06,2.20283E+00
4.4992E-06,2.19795E+00
4.4996E-06,2.21748E+00
4.5000E-06,2.21748E+00
4.5004E-06,2.22236E+00
4.5008E-06,2.22725E+00
4.5012E-06,2.22236E+00
4.5016E-06,2.22236E+00
4.5020E-06,2.21260E+00
4.5024E-06,2.21260E+00
4.5028E-06,2.21260E+00
4.5032E-06,2.20283E+00
4.5036E-06,2.22236E+00
4.5040E-06,2.21748E+00
4.5044E-06,2.21260E+00
4.5048E-06,2.22236E+00
4.5052E-06,2.23701E+00
4.5056E-06,2.22236E+00
4.5060E-06,2.21748E+00
4.5064E-06,2.20283E+00
4.5068E-06,2.20283E+00
4.5072E-06,2.23213E+00
4.5076E-06,2.21260E+00
4.5080E-06,2.22236E+00
4.5084E-06,2.22236E+00
4.5088E-06,2.23213E+00
4.5092E-06,2.23213E+00
4.5096E-06,2.20283E+00
4.5100E-06,2.22725E+00
4.5104E-06,2.21260E+00
4.5108E-06,2.21260E+00
4.5112E-06,2.21748E+00
4.5116E-06,2.20771E+00
4.5120E-06,2.20771E+00
4.5124E-06,2.20283E+00
4.5128E-06,2.18818E+00
4.5132E-06,2.22236E+00
4.5136E-06,2.20771E+00
4.5140E-06,2.22236E+00
4.5144E-06,2.21260E+00
4.5148E-06,2.22236E+00
4.5152E-06,2.20283E+00
4.5156E-06,2.21748E+00
4.5160E-06,2.21748E+00
4.5164E-06,2.21748E+00
4.5168E-06,2.20771E+00
4.5172E-06,2.22725E+00
4.5176E-06,2.20771E+00
4.5180E-06,2.21748E+00
4.5184E-06,2.20283E+00
4.5188E-06,2.21260E+00
4.5192E-06,2.20283E+00
4.5196E-06,2.21260E+00
4.5200E-06,2.20771E+00
4.5204E-06,2.21748E+00
4.5208E-06,2.20771E+00
4.5212E-06,2.21260E+00
4.5216E-06,2.22236E+00
4.5220E-06,2.20771E+00
4.5224E-06,2.21260E+00
4.5228E-06,2.23213E+00
4.5232E-06,2.20771E+00
4.5236E-06,2.21260E+00
4.5240E-06,2.20283E+00
4.5244E-06,2.20771E+00
4.5248E-06,2.20283E+00
4.5252E-06,2.20771E+00
4.5256E-06,2.21748E+00
4.5260E-06,2.22236E+00
4.5264E-06,2.21260E+00
4.5268E-06,2.22236E+00
4.5272E-06,2.22236E+00
4.5276E-06,2.20771E+00
4.5280E-06,2.21748E+00
4.5284E-06,2.22725E+00
4.5288E-06,2.21260E+00
4.5292E-06,2.20771E+00
4.5296E-06,2.19795E+00
4.5300E-06,2.22725E+00
4.5304E-06,2.21748E+00
4.5308E-06,2.21748E+00
4.5312E-06,2.19795E+00
4.5316E-06,2.21748E+00
4.5320E-06,2.20771E+00
4.5324E-06,2.23213E+00
4.5328E-06,2.20771E+00
4.5332E-06,2.20771E+00
4.5336E-06,2.21748E+00
4.5340E-06,2.20771E+00
4.5344E-06,2.22725E+00
4.5348E-06,2.20771E+00
4.5352E-06,2.21748E+00
4.5356E-06,2.20771E+00
4.5360E-06,2.21260E+00
4.5364E-06,2.21260E+00
4.5368E-06,2.19795E+00
4.5372E-06,2.22725E+00
4.5376E-06,2.21260E+00
4.5380E-06,2.20771E+00
4.5384E-06,2.19795E+00
4.5388E-06,2.21748E+00
4.5392E-06,2.21260E+00
4.5396E-06,2.21748E+00
4.5400E-06,2.19307E+00
4.5404E-06,2.21748E+00
4.5408E-06,2.20283E+00
4.5412E-06,2.22236E+00
4.5416E-06,2.21260E+00
4.5420E-06,2.22236E+00
4.5424E-06,2.20283E+00
4.5428E-06,2.21260E+00
4.5432E-06,2.20771E+00
4.5436E-06,2.21748E+00
4.5440E-06,2.20283E+00
4.5444E-06,2.21748E+00
4.5448E-06,2.21260E+00
4.5452E-06,2.22725E+00
4.5456E-06,2.20771E+00
4.5460E-06,2.22236E+00
4.5464E-06,2.20283E+00
4.5468E-06,2.21748E+00
4.5472E-06,2.20771E+00
4.5476E-06,2.23213E+00
4.5480E-06,2.21260E+00
4.5484E-06,2.21260E+00
4.5488E-06,2.21260E+00
4.5492E-06,2.21748E+00
4.5496E-06,2.21260E+00
4.5500E-06,2.21260E+00
4.5504E-06,2.21260E+00
4.5508E-06,2.20771E+00
4.5512E-06,2.20283E+00
4.5516E-06,2.22236E+00
4.5520E-06,2.20283E+00
4.5524E-06,2.20771E+00
4.5528E-06,2.21260E+00
4.5532E-06,2.22236E+00
4.5536E-06,2.21748E+00
4.5540E-06,2.22725E+00
4.5544E-06,2.19307E+00
4.5548E-06,2.22236E+00
4.5552E-06,2.20283E+00
4.5556E-06,2.20283E+00
4.5560E-06,2.20771E+00
4.5564E-06,2.21260E+00
4.5568E-06,2.20771E+00
4.5572E-06,2.22236E+00
4.5576E-06,2.20771E+00
4.5580E-06,2.20283E+00
4.5584E-06,2.22236E+00
4.5588E-06,2.20771E+00
4.5592E-06,2.21748E+00
4.5596E-06,2.20771E+00
4.5600E-06,2.21748E+00
4.5604E-06,2.21748E+00
4.5608E-06,2.20283E+00
4.5612E-06,2.21748E+00
4.5616E-06,2.19795E+00
4.5620E-06,2.19795E+00
